Row ID;Order Date;Ship Date;Ship Mode;Customer Name;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
1287;7/4/2015;7/8/2015;Standard Class;Alan Dominguez;Home Office;United States;New York City;New York;10035;East;Office Supplies;Art;Colorific Watercolor Pencils;15.48;3;0;44.892
1288;11/22/2016;11/26/2016;Standard Class;Todd Boyes;Corporate;United States;New York City;New York;10009;East;Furniture;Furnishings;Luxo Economy Swing Arm Lamp;39.88;2;0;111.664
1289;11/22/2016;11/26/2016;Standard Class;Todd Boyes;Corporate;United States;New York City;New York;10009;East;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";12.192;4;0.2;41.148
1290;11/22/2016;11/26/2016;Standard Class;Todd Boyes;Corporate;United States;New York City;New York;10009;East;Office Supplies;Art;BIC Liqua Brite Liner;20.82;3;0;74.952
1291;11/10/2016;11/12/2016;First Class;Chuck Clark;Home Office;United States;San Francisco;California;94122;West;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";13.216;4;0.2;44.604
1292;11/10/2016;11/12/2016;First Class;Chuck Clark;Home Office;United States;San Francisco;California;94122;West;Office Supplies;Paper;Xerox 1996;32.4;5;0;15.552
1293;8/27/2015;9/1/2015;Standard Class;Philip Fox;Consumer;United States;San Diego;California;92105;West;Office Supplies;Supplies;Fiskars Softgrip Scissors;32.94;3;0;92.232
1294;8/27/2015;9/1/2015;Standard Class;Philip Fox;Consumer;United States;San Diego;California;92105;West;Office Supplies;Paper;Xerox 1973;114.2;5;0;52.532
1295;8/27/2015;9/1/2015;Standard Class;Philip Fox;Consumer;United States;San Diego;California;92105;West;Office Supplies;Labels;Avery 511;3.08;1;0;14.784
1296;5/25/2015;5/29/2015;Standard Class;Justin Hirsh;Consumer;United States;Pueblo;Colorado;81001;West;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;845.728;13;0.2;845.728
1297;12/30/2017;1/3/2018;Standard Class;Erica Bern;Corporate;United States;Fairfield;California;94533;West;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;13.904;2;0.2;45.188
1298;12/30/2017;1/3/2018;Standard Class;Erica Bern;Corporate;United States;Fairfield;California;94533;West;Office Supplies;Binders;GBC Binding covers;20.72;2;0.2;6.475
1299;12/8/2016;12/12/2016;Second Class;Quincy Jones;Corporate;United States;Saint Paul;Minnesota;55106;Central;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;114.95;5;0;2.299
1300;10/4/2015;10/7/2015;First Class;Alex Avila;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;26.96;2;0;70.096
1301;12/23/2016;12/25/2016;Second Class;Logan Currie;Consumer;United States;Springfield;Virginia;22153;South;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;572.76;6;0;1.661.004
1302;12/23/2016;12/25/2016;Second Class;Logan Currie;Consumer;United States;Springfield;Virginia;22153;South;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;286.38;3;0;830.502
1303;9/19/2015;9/24/2015;Second Class;Tracy Collins;Home Office;United States;Arlington;Virginia;22204;South;Furniture;Bookcases;Sauder Cornerstone Collection Library;61.96;2;0;43.372
1304;7/3/2017;7/7/2017;Standard Class;Chuck Sachs;Consumer;United States;Columbus;Georgia;31907;South;Furniture;Furnishings;Westinghouse Floor Lamp with Metal Mesh Shade, Black;23.99;1;0;55.177
1305;7/3/2017;7/7/2017;Standard Class;Chuck Sachs;Consumer;United States;Columbus;Georgia;31907;South;Technology;Phones;Pyle PMP37LED;287.97;3;0;777.519
1306;7/14/2016;7/16/2016;Second Class;Bryan Mills;Consumer;United States;Houston;Texas;77036;Central;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;419.944;7;0.2;52.493
1307;6/20/2016;6/21/2016;First Class;Roy Collins;Consumer;United States;Pasadena;California;91104;West;Office Supplies;Paper;Xerox 1898;46.76;7;0;224.448
1308;6/20/2016;6/21/2016;First Class;Roy Collins;Consumer;United States;Pasadena;California;91104;West;Office Supplies;Binders;GBC Plastic Binding Combs;17.712;3;0.2;64.206
1309;6/20/2016;6/21/2016;First Class;Roy Collins;Consumer;United States;Pasadena;California;91104;West;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;21.78;2;0;56.628
1310;6/20/2016;6/21/2016;First Class;Roy Collins;Consumer;United States;Pasadena;California;91104;West;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;161.94;3;0;97.164
1311;6/20/2016;6/21/2016;First Class;Roy Collins;Consumer;United States;Pasadena;California;91104;West;Furniture;Chairs;Hon Valutask Swivel Chairs;161.568;2;0.2;-80.784
1312;12/9/2016;12/13/2016;Standard Class;Fred McMath;Consumer;United States;Lawrence;Massachusetts;1841;East;Office Supplies;Labels;Avery 517;3.69;1;0;17.343
1313;12/9/2016;12/13/2016;Standard Class;Fred McMath;Consumer;United States;Lawrence;Massachusetts;1841;East;Office Supplies;Labels;Avery 477;122.12;4;0;561.752
1314;9/24/2016;10/1/2016;Standard Class;Pete Kriz;Consumer;United States;Columbus;Ohio;43229;East;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;155.372;2;0.3;-133.176
1315;12/18/2016;12/23/2016;Standard Class;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;Office Supplies;Paper;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";38.88;6;0;186.624
1316;12/18/2016;12/23/2016;Standard Class;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;Furniture;Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case";183.84;8;0;625.056
1317;12/18/2016;12/23/2016;Standard Class;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;Office Supplies;Supplies;Premier Electric Letter Opener;579.3;5;0;28.965
1318;12/10/2017;12/14/2017;Standard Class;Helen Andreada;Consumer;United States;Philadelphia;Pennsylvania;19120;East;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;14.2;1;0.2;33.725
1319;7/1/2014;7/5/2014;Standard Class;Laurel Workman;Corporate;United States;Deltona;Florida;32725;South;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;575.92;2;0.2;71.99
1320;7/1/2014;7/5/2014;Standard Class;Laurel Workman;Corporate;United States;Deltona;Florida;32725;South;Office Supplies;Binders;Avery Durable Binders;5.184;6;0.7;-36.288
1321;2/3/2017;2/8/2017;Standard Class;Matt Collins;Consumer;United States;Cincinnati;Ohio;45231;East;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;5.229;3;0.7;-41.832
1322;2/3/2017;2/8/2017;Standard Class;Matt Collins;Consumer;United States;Cincinnati;Ohio;45231;East;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;285.552;2;0.2;35.694
1323;3/3/2017;3/8/2017;Standard Class;Liz Preis;Consumer;United States;Murray;Kentucky;42071;South;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Surge Suppressor;72.8;5;0;19.656
1324;10/9/2017;10/10/2017;First Class;Evan Bailliet;Consumer;United States;Wilmington;North Carolina;28403;South;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book;10.816;4;0.2;35.152
1325;9/28/2014;10/3/2014;Standard Class;George Zrebassa;Corporate;United States;Lawrence;Massachusetts;1841;East;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;46.26;3;0;124.902
1326;5/27/2014;5/30/2014;First Class;Laurel Elliston;Consumer;United States;Chicago;Illinois;60653;Central;Office Supplies;Binders;Fellowes Presentation Covers for Comb Binding Machines;17.46;6;0.8;-30.555
1327;6/14/2015;6/18/2015;Standard Class;Alan Dominguez;Home Office;United States;Philadelphia;Pennsylvania;19120;East;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;51.072;6;0.2;51.072
1328;3/30/2016;4/1/2016;First Class;Cathy Prescott;Corporate;United States;Norwich;Connecticut;6360;East;Office Supplies;Paper;Xerox 188;11.34;1;0;55.566
1329;10/15/2017;10/18/2017;Second Class;Frank Gastineau;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Art;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;87.92;4;0;26.376
1330;5/23/2016;5/27/2016;Standard Class;Lisa DeCherney;Consumer;United States;San Francisco;California;94109;West;Furniture;Furnishings;Eldon Image Series Desk Accessories, Ebony;37.05;3;0;16.302
1331;6/2/2017;6/6/2017;Standard Class;Alejandro Ballentine;Home Office;United States;Lorain;Ohio;44052;East;Technology;Phones;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;2.97;1;0.4;-0.6435
1332;6/2/2017;6/6/2017;Standard Class;Alejandro Ballentine;Home Office;United States;Lorain;Ohio;44052;East;Office Supplies;Storage;Advantus Rolling Storage Box;27.44;2;0.2;2.401
1333;2/16/2014;2/21/2014;Standard Class;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1.08;3;0.8;-1.728
1334;2/16/2014;2/21/2014;Standard Class;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;Office Supplies;Appliances;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;7.96;2;0.8;-13.93
1335;5/6/2014;5/10/2014;Standard Class;Harold Pawlan;Home Office;United States;Los Angeles;California;90049;West;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;140.736;8;0.2;52.776
1336;5/16/2016;5/23/2016;Standard Class;Jim Radford;Consumer;United States;Middletown;Connecticut;6457;East;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;552.56;4;0;0
1337;4/2/2017;4/7/2017;Standard Class;Jamie Frazer;Consumer;United States;Los Angeles;California;90008;West;Furniture;Furnishings;Westinghouse Clip-On Gooseneck Lamps;25.11;3;0;65.286
1338;3/31/2017;4/2/2017;Second Class;Chad McGuire;Consumer;United States;New York City;New York;10011;East;Furniture;Furnishings;Tensor Computer Mounted Lamp;29.78;2;0;80.406
1339;3/31/2017;4/2/2017;Second Class;Chad McGuire;Consumer;United States;New York City;New York;10011;East;Technology;Phones;Polycom SoundPoint IP 450 VoIP phone;677.58;3;0;1.761.708
1340;3/31/2017;4/2/2017;Second Class;Chad McGuire;Consumer;United States;New York City;New York;10011;East;Office Supplies;Paper;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;75.04;8;0;360.192
1341;1/2/2017;1/4/2017;First Class;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;Technology;Machines;Cisco CP-7937G Unified IP Conference Station Phone;695.7;2;0.5;-27.828
1342;1/2/2017;1/4/2017;First Class;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";15.66;5;0.7;-12.528
1343;1/2/2017;1/4/2017;First Class;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;28.854;6;0.7;-211.596
1344;5/28/2015;6/1/2015;Standard Class;Karl Braun;Consumer;United States;Freeport;New York;11520;East;Office Supplies;Art;Boston 16701 Slimline Battery Pencil Sharpener;47.82;3;0;14.346
1345;5/28/2015;6/1/2015;Standard Class;Karl Braun;Consumer;United States;Freeport;New York;11520;East;Office Supplies;Labels;Avery 494;13.05;5;0;6.003
1346;3/17/2014;3/24/2014;Standard Class;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;93.78;2;0;365.742
1347;3/17/2014;3/24/2014;Standard Class;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;47.18;7;0;23.59
1348;3/17/2014;3/24/2014;Standard Class;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;Office Supplies;Art;Newell 35;19.68;6;0;57.072
1349;3/17/2014;3/24/2014;Standard Class;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;53.4;10;0;25.098
1350;3/17/2014;3/24/2014;Standard Class;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;Office Supplies;Binders;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;35.88;6;0;172.224
1351;10/3/2014;10/8/2014;Second Class;Beth Paige;Consumer;United States;Evanston;Illinois;60201;Central;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;258.279;3;0.3;-701.043
1352;3/28/2016;3/31/2016;First Class;Aaron Smayling;Corporate;United States;Arlington;Virginia;22204;South;Office Supplies;Storage;Hanging Personal Folder File;31.4;2;0;7.85
1353;5/4/2017;5/9/2017;Standard Class;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;Technology;Phones;Motorola L804;183.96;5;0.2;206.955
1354;5/4/2017;5/9/2017;Standard Class;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Paper;Things To Do Today Pad;17.61;3;0;84.528
1355;5/4/2017;5/9/2017;Standard Class;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;Furniture;Tables;Bretford Rectangular Conference Table Tops;300.904;1;0.2;112.839
1356;7/5/2014;7/5/2014;Same Day;Dan Campbell;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;220.776;3;0.2;-441.552
1357;7/5/2014;7/5/2014;Same Day;Dan Campbell;Consumer;United States;Houston;Texas;77036;Central;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;281.424;11;0.2;-35.178
1358;5/5/2016;5/7/2016;First Class;Natalie DeCherney;Consumer;United States;Louisville;Kentucky;40214;South;Office Supplies;Paper;Xerox 1909;79.14;3;0;364.044
1359;4/26/2017;4/27/2017;First Class;Larry Blacks;Consumer;United States;Fort Worth;Texas;76106;Central;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;1.988;1;0.6;-14.413
1360;9/26/2014;10/1/2014;Second Class;Kean Takahito;Consumer;United States;Los Angeles;California;90049;West;Furniture;Chairs;Leather Task Chair, Black;145.568;2;0.2;0
1361;10/19/2017;10/25/2017;Standard Class;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;123.256;7;0.2;92.442
1362;10/19/2017;10/25/2017;Standard Class;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Paper;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";23.68;4;0.2;7.4
1363;10/19/2017;10/25/2017;Standard Class;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Technology;Phones;Digium D40 VoIP phone;309.576;4;0.4;-567.556
1364;11/10/2017;11/11/2017;First Class;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;38.388;14;0.7;-25.592
1365;11/10/2017;11/11/2017;First Class;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;Technology;Machines;DYMO CardScan Personal V9 Business Card Scanner;95.994;2;0.7;-63.996
1366;11/10/2017;11/11/2017;First Class;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;Technology;Accessories;Case Logic 2.4GHz Wireless Keyboard;239.952;6;0.2;-359.928
1367;11/10/2017;11/11/2017;First Class;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;Technology;Phones;Adtran 1202752G1;201.584;2;0.2;151.188
1368;11/10/2017;11/11/2017;First Class;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;Furniture;Chairs;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;899.136;4;0.2;-1.461.096
1369;7/8/2017;7/11/2017;First Class;Sam Zeldin;Home Office;United States;Pico Rivera;California;90660;West;Furniture;Furnishings;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;145.9;5;0;62.737
1370;12/24/2015;12/28/2015;Standard Class;Jim Radford;Consumer;United States;Colorado Springs;Colorado;80906;West;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;590.058;7;0.7;-786.744
1371;12/24/2015;12/28/2015;Standard Class;Jim Radford;Consumer;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Art;Dixon My First Ticonderoga Pencil, #2;14.04;3;0.2;15.795
1372;3/7/2017;3/12/2017;Standard Class;Michael Granlund;Home Office;United States;Clinton;Maryland;20735;East;Technology;Accessories;Logitech Desktop MK120 Mouse and keyboard Combo;49.08;3;0;4.908
1373;4/1/2014;4/6/2014;Second Class;Kunst Miller;Consumer;United States;Vallejo;California;94591;West;Office Supplies;Labels;Avery 490;29.6;2;0;14.8
1374;4/1/2014;4/6/2014;Second Class;Kunst Miller;Consumer;United States;Vallejo;California;94591;West;Office Supplies;Binders;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";17.088;4;0.2;55.536
1375;9/14/2015;9/19/2015;Standard Class;Christina Anderson;Consumer;United States;Provo;Utah;84604;West;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;912.75;5;0;1.186.575
1376;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Office Supplies;Appliances;Hoover WindTunnel Plus Canister Vacuum;1089.75;3;0;305.13
1377;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Office Supplies;Paper;Xerox 1934;447.84;8;0;2.194.416
1378;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Office Supplies;Art;Newell 329;16.4;5;0;4.264
1379;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Technology;Phones;Panasonic KX T7731-B Digital phone;399.96;5;0.2;349.965
1380;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Office Supplies;Storage;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";158.9;5;0;7.945
1381;8/4/2014;8/9/2014;Second Class;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;Office Supplies;Binders;Ibico Standard Transparent Covers;13.184;1;0.2;47.792
1382;9/3/2016;9/9/2016;Standard Class;Julie Kriz;Home Office;United States;Aurora;Illinois;60505;Central;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";83.952;3;0.6;-902.484
1383;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";80.98;1;0;16.196
1384;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Paper;White Computer Printout Paper by Universal;348.84;9;0;1.709.316
1385;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Fasteners;Revere Boxed Rubber Bands by Revere;9.45;5;0;0.189
1386;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Black;18.84;3;0;71.592
1387;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;239.98;2;0;527.956
1388;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Envelopes;Ames Color-File Green Diamond Border X-ray Mailers;167.96;2;0;789.412
1389;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;104.85;3;0;283.095
1390;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Technology;Phones;Aastra 57i VoIP phone;484.83;3;0;1.260.558
1391;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;122.97;3;0;602.553
1392;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";154.44;3;0;15.444
1393;2/5/2016;2/5/2016;Same Day;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;Office Supplies;Paper;Xerox 1943;342.37;7;0;1.609.139
1394;7/3/2017;7/4/2017;First Class;Yana Sorensen;Corporate;United States;Burlington;North Carolina;27217;South;Office Supplies;Art;4009 Highlighters by Sanford;9.552;3;0.2;15.522
1395;10/9/2017;10/14/2017;Standard Class;Cyma Kinney;Corporate;United States;Aurora;Illinois;60505;Central;Furniture;Tables;Bevis Oval Conference Table, Walnut;652.45;5;0.5;-430.617
1396;10/9/2017;10/14/2017;Standard Class;Cyma Kinney;Corporate;United States;Aurora;Illinois;60505;Central;Furniture;Tables;Hon 61000 Series Interactive Training Tables;66.645;3;0.5;-426.528
1397;11/24/2016;11/26/2016;First Class;Nat Carroll;Consumer;United States;New York City;New York;10035;East;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";17.216;4;0.2;60.256
1398;11/24/2016;11/26/2016;First Class;Nat Carroll;Consumer;United States;New York City;New York;10035;East;Office Supplies;Paper;Xerox 196;11.56;2;0;56.644
1399;11/24/2016;11/26/2016;First Class;Nat Carroll;Consumer;United States;New York City;New York;10035;East;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;88.4;4;0;11.492
1400;11/24/2016;11/26/2016;First Class;Nat Carroll;Consumer;United States;New York City;New York;10035;East;Office Supplies;Paper;Xerox 217;6.48;1;0;31.104
1401;11/1/2016;11/5/2016;Standard Class;Katherine Murray;Home Office;United States;Salem;Virginia;24153;South;Technology;Phones;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;21.8;2;0;6.104
1402;11/1/2016;11/5/2016;Standard Class;Katherine Murray;Home Office;United States;Salem;Virginia;24153;South;Office Supplies;Envelopes;Airmail Envelopes;251.79;3;0;1.183.413
1403;4/19/2016;4/25/2016;Standard Class;Gary Mitchum;Home Office;United States;Columbus;Ohio;43229;East;Furniture;Tables;Bush Andora Conference Table, Maple/Graphite Gray Finish;205.176;2;0.4;-581.332
1404;4/19/2016;4/25/2016;Standard Class;Gary Mitchum;Home Office;United States;Columbus;Ohio;43229;East;Office Supplies;Paper;Xerox 189;419.4;5;0.2;146.79
1405;4/6/2014;4/8/2014;First Class;Shirley Daniels;Home Office;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;10.304;1;0.2;-21.896
1406;4/6/2014;4/8/2014;First Class;Shirley Daniels;Home Office;United States;Philadelphia;Pennsylvania;19143;East;Furniture;Tables;KI Adjustable-Height Table;154.764;3;0.4;-361.116
1407;4/6/2014;4/8/2014;First Class;Shirley Daniels;Home Office;United States;Philadelphia;Pennsylvania;19143;East;Technology;Accessories;Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive;;;;
1408;9/2/2016;9/6/2016;Standard Class;Karen Daniels;Consumer;United States;New York City;New York;10024;East;Office Supplies;Art;Panasonic KP-150 Electric Pencil Sharpener;75.48;2;0;196.248
1409;9/2/2016;9/6/2016;Standard Class;Karen Daniels;Consumer;United States;New York City;New York;10024;East;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;39.98;2;0;9.995
1410;9/25/2016;9/30/2016;Standard Class;Adrian Barton;Consumer;United States;Phoenix;Arizona;85023;West;Furniture;Tables;Bevis Boat-Shaped Conference Table;393.165;3;0.5;-2.044.458
1411;11/4/2017;11/11/2017;Standard Class;Sam Zeldin;Home Office;United States;Grand Prairie;Texas;75051;Central;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;23.68;2;0.2;8.88
1412;7/9/2016;7/13/2016;Standard Class;Jonathan Doherty;Corporate;United States;New York City;New York;10035;East;Furniture;Chairs;Hon GuestStacker Chair;408.006;2;0.1;725.344
1413;7/9/2016;7/13/2016;Standard Class;Jonathan Doherty;Corporate;United States;New York City;New York;10035;East;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;165.28;4;0;148.752
1414;6/30/2014;7/5/2014;Standard Class;Helen Abelman;Consumer;United States;New York City;New York;10024;East;Office Supplies;Binders;GBC Recycled Regency Composition Covers;334.768;7;0.2;1.087.996
1415;1/28/2017;1/31/2017;Second Class;Beth Thompson;Home Office;United States;Costa Mesa;California;92627;West;Technology;Accessories;Logitech G13 Programmable Gameboard with LCD Display;239.97;3;0;263.967
1416;1/28/2017;1/31/2017;Second Class;Beth Thompson;Home Office;United States;Costa Mesa;California;92627;West;Furniture;Furnishings;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;37.74;3;0;128.316
1417;9/21/2015;9/24/2015;First Class;Stuart Van;Corporate;United States;Houston;Texas;77041;Central;Technology;Phones;ShoreTel ShorePhone IP 230 VoIP phone;946.344;7;0.2;118.293
1418;9/21/2015;9/24/2015;First Class;Stuart Van;Corporate;United States;Houston;Texas;77041;Central;Technology;Accessories;Hypercom P1300 Pinpad;151.2;3;0.2;32.13
1419;9/21/2015;9/24/2015;First Class;Stuart Van;Corporate;United States;Houston;Texas;77041;Central;Furniture;Furnishings;Longer-Life Soft White Bulbs;4.928;4;0.6;-14.784
1420;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Paper;Petty Cash Envelope;86.272;4;0.2;312.736
1421;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Binders;GBC VeloBinder Electric Binding Machine;72.588;2;0.7;-48.392
1422;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Appliances;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;60.672;2;0.2;144.096
1423;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Binders;Lock-Up Easel 'Spel-Binder';77.031;9;0.7;-590.571
1424;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;119.904;6;0.2;-14.988
1425;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Technology;Phones;Samsung Rugby III;263.96;5;0.2;230.965
1426;9/26/2015;9/30/2015;Standard Class;Rick Wilson;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Storage;SAFCO Boltless Steel Shelving;363.648;4;0.2;-863.664
